Date Scraped,Title,news_summary,news_card_image,Date Published,Link,Publication,Author,text,id,predicted_category,similarity,cluster,cluster_size
2025-05-12,pope leo xiv holds his first mass at the sistine chapel | abc news,nil,,10/05/2025,https://www.youtube.com/watch?v=uwpG-Uy4qr0,abc news (australia),abc news (australia),"pope leo xiv holds his first mass at the sistine chapel | abc news 

 ",63,politics,0.5314079523086548,0,32
2025-05-12,"state launches horse, greyhound racing review",nil,"https://static.ffx.io/images/$zoom_0.19906015037593985,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_55/t_crop_custom/q_86,f_jpg/0ef61d26c3f6713668d24decd14d4849fdbd7108",10/05/2025,https://www.smh.com.au/national/queensland/state-launches-horse-greyhound-racing-review-20250510-p5ly3a.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,catherine strohfeldt,"state launches horse, greyhound racing review 

 ",64,politics,0.44000765681266785,1,412
2025-05-12,nsw woman faces court after being charged with murder of two grandsons,nil,https://i.guim.co.uk/img/media/4a2dde5e9d7d6defa846fce0da39e925eca021b1/55_0_3749_3000/master/3749.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=23dfcc619ae3beb94dfea14d8dbfe0eb,10/05/2025,https://www.theguardian.com/australia-news/2025/may/09/grandmother-charged-with-of-two-boys-in-coonabarabran-in-nsw,australia news | the guardian,australian associated press,"nsw woman faces court after being charged with murder of two grandsons 

 ",65,politics,0.5345170497894287,1,412
2025-05-12,fears for west coast veteran jeremy mcgovern after another concussion: ‘much bigger story’,‘they’re taking it very seriously internally’.,https://images.7news.com.au/publication/C-18646219/4ddaf4c323d305e5060f8bfcb4de192b425f5fcb-16x9-x0y0w1304h734.jpg,10/05/2025,https://7news.com.au/sport/afl/fears-for-west-coast-veteran-jeremy-mcgovern-after-another-concussion-much-bigger-story-c-18646219,7news.com.au,cameron noakes,"fears for west coast veteran jeremy mcgovern after another concussion: ‘much bigger story’ 

 ‘they’re taking it very seriously internally’.",66,politics,0.5385985374450684,1,412
2025-05-12,"if the coalition sticks with nuclear, the fallout will be toxic",nil,"https://static.ffx.io/images/$zoom_0.5174,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_0/t_crop_custom/q_86,f_auto/eab4a1e2a0ce26373ede44c7efc5a9ef753dde89",10/05/2025,https://www.smh.com.au/national/if-the-coalition-sticks-with-nuclear-the-fallout-will-be-toxic-20250505-p5lwmu.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,rebecca huntley,"if the coalition sticks with nuclear, the fallout will be toxic 

 ",67,politics,0.49404093623161316,1,412
2025-05-12,"man arrested after body found in sydney home, police say",nil,https://i.guim.co.uk/img/media/3f3ea57854e32ae76adc806360e6bbb03bd05d0f/334_0_3332_2666/master/3332.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=ad1793983b3537e396adb4d40e0222fe,10/05/2025,https://www.theguardian.com/australia-news/2025/may/10/man-arrested-after-body-found-in-sydney-home-police-say-ntwnfb,australia news | the guardian,australian associated press,"man arrested after body found in sydney home, police say 

 ",68,politics,0.5101289749145508,1,412
2025-05-12,"australian radio star paris pompor dies aged 58, sparking tributes for the industry legend",a number of prominent identities and organisations have paid tribute to the talented media personality.,https://images.7news.com.au/publication/C-18645976/6f24fb6c27f601e9e969ae74a87aa4e0ad925170-16x9-x0y190w490h276.png,10/05/2025,https://7news.com.au/news/australian-radio-star-paris-pompor-dies-aged-58-sparking-tributes-for-the-industry-legend-c-18645976,7news.com.au,caleb taylor,"australian radio star paris pompor dies aged 58, sparking tributes for the industry legend 

 a number of prominent identities and organisations have paid tribute to the talented media personality.",69,music,0.46772027015686035,1,412
2025-05-12,online fame is putting these endangered geckos at risk | abc news,nil,,10/05/2025,https://www.youtube.com/watch?v=pT6uAfLgN0k,abc news (australia),abc news (australia),"online fame is putting these endangered geckos at risk | abc news 

 ",70,lifestyle,0.5337640047073364,1,412
2025-05-12,these fitness trends did not age well | abc news,nil,,10/05/2025,https://www.youtube.com/watch?v=-RaUE2CJNgo,abc news (australia),abc news (australia),"these fitness trends did not age well | abc news 

 ",71,lifestyle,0.48035529255867004,1,412
2025-05-12,world leaders gather in russia and ukraine to build relations | abc news,nil,,10/05/2025,https://www.youtube.com/watch?v=Yjnctc13-no,abc news (australia),abc news (australia),"world leaders gather in russia and ukraine to build relations | abc news 

 ",72,politics,0.4310119152069092,1,412
2025-05-12,from treated to tragic: the deterioration of a killer,nil,"https://static.ffx.io/images/$zoom_0.4913,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_241/t_crop_custom/q_86,f_jpg/0dac469a5d504695b211bb68279587fe74db9037",10/05/2025,https://www.smh.com.au/national/from-treated-to-tragic-the-deterioration-of-a-killer-20250510-p5ly3v.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,miklos bolza,"from treated to tragic: the deterioration of a killer 

 ",73,politics,0.5278623700141907,1,412
2025-05-12,are the liberals shifting to maga? | abc news,nil,,10/05/2025,https://www.youtube.com/watch?v=7b87q88vFPk,abc news (australia),abc news (australia),"are the liberals shifting to maga? | abc news 

 ",74,politics,0.4705309271812439,1,412
2025-05-12,shocking details emerge in jack doohan formula one sacking saga,the aussie legend and his son’s girlfriend have all been rattled by the frightening ordeal.,https://images.7news.com.au/publication/C-18645530/69a510cc68c99e9398bad7114f1463a51394894b-16x9-x0y0w1304h734.jpg,10/05/2025,https://7news.com.au/sport/motorsport/shocking-details-emerge-in-jack-doohan-formula-one-sacking-saga-c-18645530,7news.com.au,cameron noakes,"shocking details emerge in jack doohan formula one sacking saga 

 the aussie legend and his son’s girlfriend have all been rattled by the frightening ordeal.",75,sports,0.5053106546401978,1,412
2025-05-12,marine life “acting unusually” and washing up dead on sa shores i abc news,nil,,10/05/2025,https://www.youtube.com/watch?v=l2MyYJIEJBk,abc news (australia),abc news (australia),"marine life “acting unusually” and washing up dead on sa shores i abc news 

 ",76,lifestyle,0.49710822105407715,1,412
2025-05-12,naomi watts’ ex liev schreiber praises transgender daughter kai and ‘profound’ moment with pronouns,"naomi watts and liev schreiber’s daughter is joining her parents in the spotlight, after walking at paris fashion week.",https://images.7news.com.au/publication/C-18645536/a7212978fb2915c299bfd71bd75e2899eae32fa3-16x9-x0y0w1280h720.jpg,10/05/2025,https://7news.com.au/entertainment/naomi-watts-ex-liev-schreiber-praises-transgender-daughter-kai-and-profound-moment-with-pronouns-c-18645536,7news.com.au,caleb taylor,"naomi watts’ ex liev schreiber praises transgender daughter kai and ‘profound’ moment with pronouns 

 naomi watts and liev schreiber’s daughter is joining her parents in the spotlight, after walking at paris fashion week.",77,lifestyle,0.588262677192688,1,412
2025-05-12,"the age photos of the week, may 10, 2025",nil,"https://static.ffx.io/images/$zoom_0.2008344395979518,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_31/t_crop_custom/q_86,f_auto/a8992f47bf8dd6a6ed3e7b983416295fb916934a",10/05/2025,https://www.smh.com.au/national/victoria/the-age-photos-of-the-week-may-10-2025-20250510-p5ly3h.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"the age photos of the week, may 10, 2025 

 ",78,lifestyle,0.4873557984828949,1,412
2025-05-12,menendez brothers closer to freedom as resentencing hearings set for parents’ fatal shooting,"if the brothers are resentenced, they could become immediately eligible for parole.",https://images.7news.com.au/publication/C-18645331/5c363227340724baa786703d744a043c83b0f20f-16x9-x0y0w1280h720.jpg,10/05/2025,https://7news.com.au/news/menendez-brothers-closer-to-freedom-as-resentencing-hearings-set-for-parents-fatal-shooting-c-18645331,7news.com.au,jaimie ding,"menendez brothers closer to freedom as resentencing hearings set for parents’ fatal shooting 

 if the brothers are resentenced, they could become immediately eligible for parole.",79,politics,0.5408958792686462,1,412
2025-05-12,investigation launched after body found at home and man arrested,a 31-year-old man was arrested at the scene.,https://images.7news.com.au/publication/C-18645462/3821d0996bc3f9c9863999da7985a7f3f664923e-16x9-x0y0w1280h720.png,10/05/2025,https://7news.com.au/news/murder-investigation-launched-after-body-found-at-home-and-man-arrested-c-18645462,7news.com.au,demi huang,"investigation launched after body found at home and man arrested 

 a 31-year-old man was arrested at the scene.",80,lifestyle,0.5486574172973633,1,412
2025-05-12,blasts in indian city amritsar stoke fears of widening conflict | abc news,nil,,10/05/2025,https://www.youtube.com/watch?v=XJvTsOUxiXI,abc news (australia),abc news (australia),"blasts in indian city amritsar stoke fears of widening conflict | abc news 

 ",81,politics,0.462563157081604,1,412
2025-05-12,dv abusers to be kicked out of homes,domestic violence victims will be protected in a new program that will fortify their property and kick their abusers out.,https://content.api.news/v3/images/bin/804016a9dbcdd0cc47017e2132229e3c?width=320,10/05/2025,https://www.news.com.au/national/nsw-act/politics/domestic-violence-abusers-will-be-kicked-out-of-homes-to-protect-victims-in-expanded-nsw-program/news-story/9b2fe9dbc519e875ff2972a550cd64bd?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"dv abusers to be kicked out of homes 

 domestic violence victims will be protected in a new program that will fortify their property and kick their abusers out.",82,politics,0.562735378742218,1,412
2025-05-12,family member charged with manslaughter over 2023 death of four-week-old baby,"‘the death of an infant is tragic — where there are suspected inflicted injuries, it’s another level that is abhorrent to people.’",https://images.7news.com.au/publication/C-18645127/b7138f2921a1e78805a0200074291f8917530075-16x9-x0y0w1280h720.png,10/05/2025,https://7news.com.au/news/family-member-charged-with-manslaughter-over-2023-death-of-four-week-old-baby-c-18645127,7news.com.au,alex mitchell,"family member charged with manslaughter over 2023 death of four-week-old baby 

 ‘the death of an infant is tragic — where there are suspected inflicted injuries, it’s another level that is abhorrent to people.’",83,politics,0.5526886582374573,1,412
2025-05-12,urgent warning for popular baby product,a popular baby product sold at baby bunting has been recalled over safety fears.,https://content.api.news/v3/images/bin/c3439b1f4cb016d83dd708216a4fd073?width=320,10/05/2025,https://www.news.com.au/lifestyle/parenting/babies/accc-issues-urgent-recall-for-cherub-baby-anywhere-warmer-pro/news-story/49761b92f3e682e634efa3b5b0613830?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"urgent warning for popular baby product 

 a popular baby product sold at baby bunting has been recalled over safety fears.",84,music,0.5680966377258301,1,412
2025-05-12,"don’t bin it, compost it: a beginner’s guide to smarter food waste",nil,https://i.guim.co.uk/img/media/e164d82462bf1ca3b8cd9ebd4df45c1d8b06c185/0_0_5000_4000/master/5000.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=94b74747a1e7c886bf2915de126b635e,10/05/2025,https://www.theguardian.com/australia-news/2025/may/10/dont-bin-it-compost-it-a-beginners-guide-to-smarter-food-waste,australia news | the guardian,megan holbeck,"don’t bin it, compost it: a beginner’s guide to smarter food waste 

 ",85,lifestyle,0.5204356908798218,1,412
2025-05-12,‘deal with the women’s issue or enjoy oblivion’: conservative women on whether they can still call the liberal party home,nil,https://i.guim.co.uk/img/media/dc97d25e0defac15ad9f0728863a3ddf3d7bba4d/552_0_5000_4000/master/5000.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=53b6a0475c6f479b453b942a5cc9dd21,10/05/2025,https://www.theguardian.com/australia-news/2025/may/10/liberal-party-women-say-watershed-moment-needed-to-win-them-back,australia news | the guardian,kate lyons and krishani dhanji,"‘deal with the women’s issue or enjoy oblivion’: conservative women on whether they can still call the liberal party home 

 ",86,politics,0.4758225679397583,1,412
2025-05-12,"after teal wave of 2022, there was no ‘sophomore surge’. where to from here for the independents?",nil,https://i.guim.co.uk/img/media/cd5d4637e8d8d3fd6d874fb7c589158b97b0a0c9/0_0_4000_3200/master/4000.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=6d01513c0f8fa716844dee3dfecb2fe1,10/05/2025,https://www.theguardian.com/australia-news/2025/may/10/what-next-for-teal-independent-candidates-after-2025-federal-election,australia news | the guardian,tory shepherd,"after teal wave of 2022, there was no ‘sophomore surge’. where to from here for the independents? 

 ",87,politics,0.5394604206085205,1,412
2025-05-12,"almost half of victorian male inmates have a brain injury. for michael, diagnosis was the first step to a new life",nil,https://i.guim.co.uk/img/media/64e6a07006ee81c8927e27c30ffc6139a6b5c990/449_0_2915_2333/master/2915.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=550c8c027f4a06d8dacc7372f31751a0,10/05/2025,https://www.theguardian.com/australia-news/2025/may/10/almost-half-of-victorian-male-inmates-have-a-brain-injury-for-michael-diagnosis-was-the-first-step-to-a-new-life-ntwnfb,australia news | the guardian,stephanie convery inequality reporter,"almost half of victorian male inmates have a brain injury. for michael, diagnosis was the first step to a new life 

 ",88,politics,0.5488241910934448,1,412
